WindowID	Chr	Start	End	First_Gene	Last_Gene	N_Genes	N_genes_TMHMM	N_Genes_Single_TMHMM	Per_genes_TMHMM	Per_Genes_Single_TMHMM	Warning_Truncated_Window	Annot_source
2075	CM074205.1	7000001	9000000	BgiBS90_027096	BgiBS90_035596	80	16	7	20%	8.7%	.	iBS90_Bu
2076	CM074205.1	7500001	9500000	BgiBS90_027121	BgiBS90_027235	83	21	9	25.3%	10.8%	.	iBS90_Bu
2077	CM074205.1	8000001	10000000	BgiBS90_027140	BgiBS90_027257	83	21	6	25.3%	7.2%	.	iBS90_Bu
2078	CM074205.1	8500001	10500000	BgiBS90_027171	BgiBS90_032165	81	24	6	29.6%	7.4%	.	iBS90_Bu
2079	CM074205.1	9000001	11000000	BgiBS90_027200	BgiBS90_032165	81	22	6	27.2%	7.4%	.	iBS90_Bu
2080	CM074205.1	9500001	11500000	BgiBS90_027235	BgiBS90_032165	76	13	4	17.1%	5.3%	.	iBS90_Bu
2081	CM074205.1	10000001	12000000	BgiBS90_027257	BgiBS90_032165	79	11	4	13.9%	5.1%	.	iBS90_Bu
2082	CM074205.1	10500001	12500000	BgiBS90_027280	BgiBS90_027352	64	7	3	10.9%	4.7%	.	iBS90_Bu
2083	CM074205.1	11000001	13000000	BgiBS90_027187	BgiBS90_027376	73	9	4	12.3%	5.5%	.	iBS90_Bu
2084	CM074205.1	11500001	13500000	BgiBS90_027187	BgiBS90_027393	70	13	6	18.6%	8.6%	.	iBS90_Bu
2085	CM074205.1	12000001	14000000	BgiBS90_027187	BgiBS90_027411	64	10	4	15.6%	6.2%	.	iBS90_Bu
2086	CM074205.1	12500001	14500000	BgiBS90_022589	BgiBS90_027426	69	12	6	17.4%	8.7%	.	iBS90_Bu
2087	CM074205.1	13000001	15000000	BgiBS90_022589	BgiBS90_027456	67	12	8	17.9%	11.9%	.	iBS90_Bu
2088	CM074205.1	13500001	15500000	BgiBS90_022589	BgiBS90_027475	68	14	7	20.6%	10.3%	.	iBS90_Bu
2089	CM074205.1	14000001	16000000	BgiBS90_022589	BgiBS90_034413	76	14	7	18.4%	9.2%	.	iBS90_Bu
2090	CM074205.1	14500001	16500000	BgiBS90_027429	BgiBS90_034413	89	18	8	20.2%	9%	.	iBS90_Bu
2091	CM074205.1	15000001	17000000	BgiBS90_027447	BgiBS90_034413	85	18	5	21.2%	5.9%	.	iBS90_Bu
2092	CM074205.1	15500001	17500000	BgiBS90_027476	BgiBS90_034413	90	16	7	17.8%	7.8%	.	iBS90_Bu
2093	CM074205.1	16000001	18000000	BgiBS90_027504	BgiBS90_027612	93	16	7	17.2%	7.5%	.	iBS90_Bu
2094	CM074205.1	16500001	18500000	BgiBS90_027533	BgiBS90_027634	87	10	4	11.5%	4.6%	.	iBS90_Bu
2095	CM074205.1	17000001	19000000	BgiBS90_027552	BgiBS90_037890	96	6	3	6.2%	3.1%	.	iBS90_Bu
2096	CM074205.1	17500001	19500000	BgiBS90_027579	BgiBS90_037890	90	5	1	5.6%	1.1%	.	iBS90_Bu
2097	CM074205.1	18000001	20000000	BgiBS90_027613	BgiBS90_037890	83	8	6	9.6%	7.2%	.	iBS90_Bu
2098	CM074205.1	18500001	20500000	BgiBS90_017197	BgiBS90_037890	80	11	6	13.8%	7.5%	.	iBS90_Bu
2099	CM074205.1	19000001	21000000	BgiBS90_017197	BgiBS90_034499	73	18	10	24.7%	13.7%	.	iBS90_Bu
2100	CM074205.1	19500001	21500000	BgiBS90_017197	BgiBS90_034480	73	16	10	21.9%	13.7%	.	iBS90_Bu
2101	CM074205.1	20000001	22000000	BgiBS90_004838	BgiBS90_034460	85	18	7	21.2%	8.2%	.	iBS90_Bu
2102	CM074205.1	20500001	22500000	BgiBS90_004509	BgiBS90_034442	90	16	7	17.8%	7.8%	.	iBS90_Bu
2103	CM074205.1	21000001	23000000	BgiBS90_004509	BgiBS90_034421	91	11	3	12.1%	3.3%	.	iBS90_Bu
2104	CM074205.1	21500001	23500000	BgiBS90_004509	BgiBS90_034400	93	15	6	16.1%	6.5%	.	iBS90_Bu
2105	CM074205.1	22000001	24000000	BgiBS90_004509	BgiBS90_034368	77	9	4	11.7%	5.2%	.	iBS90_Bu
2106	CM074205.1	22500001	24500000	BgiBS90_029354	BgiBS90_034339	76	12	6	15.8%	7.9%	.	iBS90_Bu
2107	CM074205.1	23000001	25000000	BgiBS90_029354	BgiBS90_038392	73	13	7	17.8%	9.6%	.	iBS90_Bu
2108	CM074205.1	23500001	25500000	BgiBS90_030439	BgiBS90_038392	77	13	7	16.9%	9.1%	.	iBS90_Bu
2109	CM074205.1	24000001	26000000	BgiBS90_003517	BgiBS90_038392	79	15	7	19%	8.9%	.	iBS90_Bu
2110	CM074205.1	24500001	26500000	BgiBS90_003517	BgiBS90_038392	67	11	5	16.4%	7.5%	.	iBS90_Bu
2111	CM074205.1	25000001	27000000	BgiBS90_003517	BgiBS90_035990	71	8	4	11.3%	5.6%	.	iBS90_Bu
2112	CM074205.1	25500001	27500000	BgiBS90_003517	BgiBS90_035990	64	8	5	12.5%	7.8%	.	iBS90_Bu
2113	CM074205.1	26000001	28000000	BgiBS90_020182	BgiBS90_032297	55	4	4	7.3%	7.3%	.	iBS90_Bu
2114	CM074205.1	26500001	28500000	BgiBS90_001377	BgiBS90_030407	54	6	5	11.1%	9.3%	.	iBS90_Bu
2115	CM074205.1	27000001	29000000	BgiBS90_001377	BgiBS90_030375	56	9	6	16.1%	10.7%	.	iBS90_Bu
2116	CM074205.1	27500001	29500000	BgiBS90_001377	BgiBS90_030357	46	7	3	15.2%	6.5%	.	iBS90_Bu
2117	CM074205.1	28000001	30000000	BgiBS90_001377	BgiBS90_030346	53	13	6	24.5%	11.3%	.	iBS90_Bu
2118	CM074205.1	28500001	30500000	BgiBS90_004870	BgiBS90_030337	58	13	5	22.4%	8.6%	.	iBS90_Bu
2119	CM074205.1	29000001	31000000	BgiBS90_004870	BgiBS90_030312	63	14	6	22.2%	9.5%	.	iBS90_Bu
2120	CM074205.1	29500001	31500000	BgiBS90_004870	BgiBS90_030303	75	14	7	18.7%	9.3%	.	iBS90_Bu
2121	CM074205.1	30000001	32000000	BgiBS90_004870	BgiBS90_030285	81	10	5	12.3%	6.2%	.	iBS90_Bu
2122	CM074205.1	30500001	32500000	BgiBS90_013540	BgiBS90_030267	87	10	6	11.5%	6.9%	.	iBS90_Bu
2123	CM074205.1	31000001	33000000	BgiBS90_013540	BgiBS90_030240	80	10	5	12.5%	6.2%	.	iBS90_Bu
2124	CM074205.1	31500001	33500000	BgiBS90_013540	BgiBS90_030219	83	19	12	22.9%	14.5%	.	iBS90_Bu
2125	CM074205.1	32000001	34000000	BgiBS90_013540	BgiBS90_030198	91	21	14	23.1%	15.4%	.	iBS90_Bu
2126	CM074205.1	32500001	34500000	BgiBS90_016803	BgiBS90_030175	84	24	17	28.6%	20.2%	.	iBS90_Bu
2127	CM074205.1	33000001	35000000	BgiBS90_001824	BgiBS90_031619	80	23	18	28.7%	22.5%	.	iBS90_Bu
2128	CM074205.1	33500001	35500000	BgiBS90_001824	BgiBS90_031619	81	13	10	16%	12.3%	.	iBS90_Bu
2129	CM074205.1	34000001	36000000	BgiBS90_001824	BgiBS90_031619	78	13	7	16.7%	9%	.	iBS90_Bu
2130	CM074205.1	34500001	36500000	BgiBS90_001824	BgiBS90_031619	94	11	4	11.7%	4.3%	.	iBS90_Bu
2131	CM074205.1	35000001	37000000	BgiBS90_002494	BgiBS90_016964	95	16	5	16.8%	5.3%	.	iBS90_Bu
2132	CM074205.1	35500001	37500000	BgiBS90_016886	BgiBS90_017000	97	16	3	16.5%	3.1%	.	iBS90_Bu
2133	CM074205.1	36000001	38000000	BgiBS90_004720	BgiBS90_017023	91	12	3	13.2%	3.3%	.	iBS90_Bu
2134	CM074205.1	36500001	38500000	BgiBS90_004720	BgiBS90_017042	79	12	3	15.2%	3.8%	.	iBS90_Bu
2135	CM074205.1	37000001	39000000	BgiBS90_001912	BgiBS90_017114	87	10	2	11.5%	2.3%	.	iBS90_Bu
2136	CM074205.1	37500001	39500000	BgiBS90_001912	BgiBS90_030477	77	9	2	11.7%	2.6%	.	iBS90_Bu
2137	CM074205.1	38000001	40000000	BgiBS90_001912	BgiBS90_030477	64	10	3	15.6%	4.7%	.	iBS90_Bu
2138	CM074205.1	38500001	40500000	BgiBS90_001912	BgiBS90_030477	57	8	3	14%	5.3%	.	iBS90_Bu
2139	CM074205.1	39000001	41000000	BgiBS90_016859	BgiBS90_030477	49	6	3	12.2%	6.1%	.	iBS90_Bu
2140	CM074205.1	39500001	41500000	BgiBS90_017130	BgiBS90_033041	53	8	4	15.1%	7.5%	.	iBS90_Bu
2141	CM074205.1	40000001	42000000	BgiBS90_001063	BgiBS90_034595	67	12	7	17.9%	10.4%	.	iBS90_Bu
2142	CM074205.1	40500001	42500000	BgiBS90_001063	BgiBS90_034595	79	11	6	13.9%	7.6%	.	iBS90_Bu
2143	CM074205.1	41000001	43000000	BgiBS90_001063	BgiBS90_034595	79	11	5	13.9%	6.3%	.	iBS90_Bu
2144	CM074205.1	41500001	43500000	BgiBS90_001063	BgiBS90_034595	81	19	6	23.5%	7.4%	.	iBS90_Bu
2145	CM074205.1	42000001	44000000	BgiBS90_014804	BgiBS90_027329	71	16	3	22.5%	4.2%	.	iBS90_Bu
2146	CM074205.1	42500001	44500000	BgiBS90_014804	BgiBS90_027329	64	20	5	31.2%	7.8%	.	iBS90_Bu
2147	CM074205.1	43000001	45000000	BgiBS90_017261	BgiBS90_027329	69	23	7	33.3%	10.1%	.	iBS90_Bu
2148	CM074205.1	43500001	45500000	BgiBS90_002393	BgiBS90_037490	76	15	6	19.7%	7.9%	.	iBS90_Bu
2149	CM074205.1	44000001	46000000	BgiBS90_002393	BgiBS90_037490	86	16	5	18.6%	5.8%	.	iBS90_Bu
2150	CM074205.1	44500001	46500000	BgiBS90_002393	BgiBS90_038443	95	15	5	15.8%	5.3%	.	iBS90_Bu
2151	CM074205.1	45000001	47000000	BgiBS90_002393	BgiBS90_038443	98	14	5	14.3%	5.1%	.	iBS90_Bu
2152	CM074205.1	45500001	47500000	BgiBS90_005230	BgiBS90_038443	95	12	4	12.6%	4.2%	.	iBS90_Bu
2153	CM074205.1	46000001	48000000	BgiBS90_014570	BgiBS90_038443	94	16	5	17%	5.3%	.	iBS90_Bu
2154	CM074205.1	46500001	48500000	BgiBS90_001129	BgiBS90_025940	82	23	5	28%	6.1%	.	iBS90_Bu
2155	CM074205.1	47000001	49000000	BgiBS90_000502	BgiBS90_030371	81	22	4	27.2%	4.9%	.	iBS90_Bu
2156	CM074205.1	47500001	49500000	BgiBS90_000502	BgiBS90_038474	73	22	5	30.1%	6.8%	.	iBS90_Bu
2157	CM074205.1	48000001	50000000	BgiBS90_000502	BgiBS90_038474	67	17	5	25.4%	7.5%	.	iBS90_Bu
2158	CM074205.1	48500001	50500000	BgiBS90_000502	BgiBS90_038474	73	11	5	15.1%	6.8%	.	iBS90_Bu
2159	CM074205.1	49000001	51000000	BgiBS90_017529	BgiBS90_038474	70	12	6	17.1%	8.6%	.	iBS90_Bu
2160	CM074205.1	49500001	51500000	BgiBS90_009095	BgiBS90_038487	74	13	5	17.6%	6.8%	.	iBS90_Bu
2161	CM074205.1	50000001	52000000	BgiBS90_009095	BgiBS90_038487	83	25	10	30.1%	12%	.	iBS90_Bu
2162	CM074205.1	50500001	52500000	BgiBS90_009095	BgiBS90_038487	73	22	8	30.1%	11%	.	iBS90_Bu
2163	CM074205.1	51000001	53000000	BgiBS90_009095	BgiBS90_038487	75	25	8	33.3%	10.7%	.	iBS90_Bu
2164	CM074205.1	51500001	53500000	BgiBS90_015253	BgiBS90_030722	76	24	9	31.6%	11.8%	.	iBS90_Bu
2165	CM074205.1	52000001	54000000	BgiBS90_015253	BgiBS90_030722	75	12	4	16%	5.3%	.	iBS90_Bu
2166	CM074205.1	52500001	54500000	BgiBS90_015253	BgiBS90_028134	89	19	10	21.3%	11.2%	.	iBS90_Bu
2167	CM074205.1	53000001	55000000	BgiBS90_015253	BgiBS90_037108	92	20	14	21.7%	15.2%	.	iBS90_Bu
2168	CM074205.1	53500001	55500000	BgiBS90_002882	BgiBS90_038212	97	17	13	17.5%	13.4%	X	iBS90_Bu
2169	CM074206.1	1	2000000	BgiBS90_011593	BgiBS90_037910	85	17	12	20%	14.1%	.	iBS90_Bu
2170	CM074206.1	500001	2500000	BgiBS90_011607	BgiBS90_024652	83	20	14	24.1%	16.9%	.	iBS90_Bu
2171	CM074206.1	1000001	3000000	BgiBS90_011627	BgiBS90_034950	89	17	10	19.1%	11.2%	.	iBS90_Bu
2172	CM074206.1	1500001	3500000	BgiBS90_011650	BgiBS90_034950	95	20	13	21.1%	13.7%	.	iBS90_Bu
2173	CM074206.1	2000001	4000000	BgiBS90_011680	BgiBS90_034950	80	19	12	23.7%	15%	.	iBS90_Bu
2174	CM074206.1	2500001	4500000	BgiBS90_006577	BgiBS90_034950	81	21	14	25.9%	17.3%	.	iBS90_Bu
2175	CM074206.1	3000001	5000000	BgiBS90_006577	BgiBS90_011816	77	21	14	27.3%	18.2%	.	iBS90_Bu
2176	CM074206.1	3500001	5500000	BgiBS90_006577	BgiBS90_011840	76	15	9	19.7%	11.8%	.	iBS90_Bu
2177	CM074206.1	4000001	6000000	BgiBS90_006577	BgiBS90_011857	81	14	12	17.3%	14.8%	.	iBS90_Bu
2178	CM074206.1	4500001	6500000	BgiBS90_006687	BgiBS90_011878	83	18	13	21.7%	15.7%	.	iBS90_Bu
2179	CM074206.1	5000001	7000000	BgiBS90_006687	BgiBS90_011897	82	17	12	20.7%	14.6%	.	iBS90_Bu
2180	CM074206.1	5500001	7500000	BgiBS90_004157	BgiBS90_016860	83	17	12	20.5%	14.5%	.	iBS90_Bu
2181	CM074206.1	6000001	8000000	BgiBS90_004157	BgiBS90_016860	84	16	11	19%	13.1%	.	iBS90_Bu
2182	CM074206.1	6500001	8500000	BgiBS90_004157	BgiBS90_016860	73	10	5	13.7%	6.8%	.	iBS90_Bu
2183	CM074206.1	7000001	9000000	BgiBS90_004157	BgiBS90_016860	66	10	6	15.2%	9.1%	.	iBS90_Bu
2184	CM074206.1	7500001	9500000	BgiBS90_011922	BgiBS90_021030	60	11	6	18.3%	10%	.	iBS90_Bu
2185	CM074206.1	8000001	10000000	BgiBS90_011941	BgiBS90_021030	68	13	6	19.1%	8.8%	.	iBS90_Bu
2186	CM074206.1	8500001	10500000	BgiBS90_011955	BgiBS90_021030	78	11	6	14.1%	7.7%	.	iBS90_Bu
2187	CM074206.1	9000001	11000000	BgiBS90_011967	BgiBS90_027285	89	13	6	14.6%	6.7%	.	iBS90_Bu
2188	CM074206.1	9500001	11500000	BgiBS90_011986	BgiBS90_027285	90	12	4	13.3%	4.4%	.	iBS90_Bu
2189	CM074206.1	10000001	12000000	BgiBS90_012014	BgiBS90_033569	77	9	3	11.7%	3.9%	.	iBS90_Bu
2190	CM074206.1	10500001	12500000	BgiBS90_012036	BgiBS90_033569	80	11	4	13.8%	5%	.	iBS90_Bu
2191	CM074206.1	11000001	13000000	BgiBS90_012062	BgiBS90_033569	80	9	3	11.3%	3.7%	.	iBS90_Bu
2192	CM074206.1	11500001	13500000	BgiBS90_012086	BgiBS90_033569	86	12	6	14%	7%	.	iBS90_Bu
2193	CM074206.1	12000001	14000000	BgiBS90_012102	BgiBS90_026145	88	12	6	13.6%	6.8%	.	iBS90_Bu
2194	CM074206.1	12500001	14500000	BgiBS90_012139	BgiBS90_026145	89	17	8	19.1%	9%	.	iBS90_Bu
2195	CM074206.1	13000001	15000000	BgiBS90_012162	BgiBS90_026145	86	17	8	19.8%	9.3%	.	iBS90_Bu
2196	CM074206.1	13500001	15500000	BgiBS90_000029	BgiBS90_014258	81	17	9	21%	11.1%	.	iBS90_Bu
2197	CM074206.1	14000001	16000000	BgiBS90_000029	BgiBS90_014258	83	22	12	26.5%	14.5%	.	iBS90_Bu
2198	CM074206.1	14500001	16500000	BgiBS90_000029	BgiBS90_031734	70	15	9	21.4%	12.9%	.	iBS90_Bu
2199	CM074206.1	15000001	17000000	BgiBS90_000029	BgiBS90_031734	71	18	11	25.4%	15.5%	.	iBS90_Bu
2200	CM074206.1	15500001	17500000	BgiBS90_012286	BgiBS90_031734	66	17	10	25.8%	15.2%	.	iBS90_Bu
2201	CM074206.1	16000001	18000000	BgiBS90_012308	BgiBS90_031734	71	16	7	22.5%	9.9%	.	iBS90_Bu
2202	CM074206.1	16500001	18500000	BgiBS90_012327	BgiBS90_030885	77	22	8	28.6%	10.4%	.	iBS90_Bu
2203	CM074206.1	17000001	19000000	BgiBS90_012349	BgiBS90_012441	78	21	7	26.9%	9%	.	iBS90_Bu
2204	CM074206.1	17500001	19500000	BgiBS90_006575	BgiBS90_012458	79	23	6	29.1%	7.6%	.	iBS90_Bu
2205	CM074206.1	18000001	20000000	BgiBS90_006575	BgiBS90_012473	73	25	6	34.2%	8.2%	.	iBS90_Bu
2206	CM074206.1	18500001	20500000	BgiBS90_006575	BgiBS90_012493	74	21	6	28.4%	8.1%	.	iBS90_Bu
2207	CM074206.1	19000001	21000000	BgiBS90_006575	BgiBS90_012513	70	22	6	31.4%	8.6%	.	iBS90_Bu
2208	CM074206.1	19500001	21500000	BgiBS90_012459	BgiBS90_012541	77	22	7	28.6%	9.1%	.	iBS90_Bu
2209	CM074206.1	20000001	22000000	BgiBS90_012474	BgiBS90_012571	89	19	9	21.3%	10.1%	.	iBS90_Bu
2210	CM074206.1	20500001	22500000	BgiBS90_012493	BgiBS90_012592	89	21	10	23.6%	11.2%	.	iBS90_Bu
2211	CM074206.1	21000001	23000000	BgiBS90_000002	BgiBS90_035607	98	24	15	24.5%	15.3%	.	iBS90_Bu
2212	CM074206.1	21500001	23500000	BgiBS90_000002	BgiBS90_035607	101	25	17	24.8%	16.8%	.	iBS90_Bu
2213	CM074206.1	22000001	24000000	BgiBS90_000002	BgiBS90_035607	92	24	17	26.1%	18.5%	.	iBS90_Bu
2214	CM074206.1	22500001	24500000	BgiBS90_000002	BgiBS90_035607	99	26	21	26.3%	21.2%	.	iBS90_Bu
2215	CM074206.1	23000001	25000000	BgiBS90_011900	BgiBS90_025909	101	22	17	21.8%	16.8%	.	iBS90_Bu
2216	CM074206.1	23500001	25500000	BgiBS90_011900	BgiBS90_024977	92	16	12	17.4%	13%	.	iBS90_Bu
2217	CM074206.1	24000001	26000000	BgiBS90_012680	BgiBS90_024977	97	14	9	14.4%	9.3%	.	iBS90_Bu
2218	CM074206.1	24500001	26500000	BgiBS90_012705	BgiBS90_024902	94	12	6	12.8%	6.4%	.	iBS90_Bu
2219	CM074206.1	25000001	27000000	BgiBS90_012737	BgiBS90_024923	85	12	6	14.1%	7.1%	.	iBS90_Bu
2220	CM074206.1	25500001	27500000	BgiBS90_024854	BgiBS90_024942	80	15	8	18.8%	10%	.	iBS90_Bu
2221	CM074206.1	26000001	28000000	BgiBS90_024879	BgiBS90_024970	82	16	8	19.5%	9.8%	.	iBS90_Bu
2222	CM074206.1	26500001	28500000	BgiBS90_013515	BgiBS90_024997	82	16	10	19.5%	12.2%	.	iBS90_Bu
2223	CM074206.1	27000001	29000000	BgiBS90_013515	BgiBS90_035190	89	14	9	15.7%	10.1%	.	iBS90_Bu
2224	CM074206.1	27500001	29500000	BgiBS90_013515	BgiBS90_035190	97	12	7	12.4%	7.2%	.	iBS90_Bu
2225	CM074206.1	28000001	30000000	BgiBS90_013515	BgiBS90_035190	94	13	7	13.8%	7.4%	.	iBS90_Bu
2226	CM074206.1	28500001	30500000	BgiBS90_018937	BgiBS90_035190	89	10	5	11.2%	5.6%	.	iBS90_Bu
2227	CM074206.1	29000001	31000000	BgiBS90_018937	BgiBS90_025121	91	14	6	15.4%	6.6%	.	iBS90_Bu
2228	CM074206.1	29500001	31500000	BgiBS90_018937	BgiBS90_025136	79	13	6	16.5%	7.6%	.	iBS90_Bu
2229	CM074206.1	30000001	32000000	BgiBS90_018937	BgiBS90_025149	69	11	6	15.9%	8.7%	.	iBS90_Bu
2230	CM074206.1	30500001	32500000	BgiBS90_025093	BgiBS90_025175	77	12	5	15.6%	6.5%	.	iBS90_Bu
2231	CM074206.1	31000001	33000000	BgiBS90_025121	BgiBS90_025201	77	13	5	16.9%	6.5%	.	iBS90_Bu
2232	CM074206.1	31500001	33500000	BgiBS90_025138	BgiBS90_025223	82	13	5	15.9%	6.1%	.	iBS90_Bu
2233	CM074206.1	32000001	34000000	BgiBS90_001885	BgiBS90_034560	88	14	5	15.9%	5.7%	.	iBS90_Bu
2234	CM074206.1	32500001	34500000	BgiBS90_001885	BgiBS90_034560	81	14	4	17.3%	4.9%	.	iBS90_Bu
2235	CM074206.1	33000001	35000000	BgiBS90_001885	BgiBS90_034560	76	13	5	17.1%	6.6%	.	iBS90_Bu
2236	CM074206.1	33500001	35500000	BgiBS90_001211	BgiBS90_034560	87	13	6	14.9%	6.9%	.	iBS90_Bu
2237	CM074206.1	34000001	36000000	BgiBS90_001211	BgiBS90_030505	93	19	8	20.4%	8.6%	.	iBS90_Bu
2238	CM074206.1	34500001	36500000	BgiBS90_001211	BgiBS90_030505	99	20	12	20.2%	12.1%	.	iBS90_Bu
2239	CM074206.1	35000001	37000000	BgiBS90_001211	BgiBS90_030505	100	21	11	21%	11%	.	iBS90_Bu
2240	CM074206.1	35500001	37500000	BgiBS90_019546	BgiBS90_030505	94	24	12	25.5%	12.8%	.	iBS90_Bu
2241	CM074206.1	36000001	38000000	BgiBS90_019546	BgiBS90_025442	95	23	13	24.2%	13.7%	.	iBS90_Bu
2242	CM074206.1	36500001	38500000	BgiBS90_019546	BgiBS90_025466	94	22	10	23.4%	10.6%	.	iBS90_Bu
2243	CM074206.1	37000001	39000000	BgiBS90_006335	BgiBS90_025496	105	21	10	20%	9.5%	.	iBS90_Bu
2244	CM074206.1	37500001	39500000	BgiBS90_006335	BgiBS90_025521	107	23	9	21.5%	8.4%	.	iBS90_Bu
2245	CM074206.1	38000001	40000000	BgiBS90_006335	BgiBS90_025539	99	22	8	22.2%	8.1%	.	iBS90_Bu
2246	CM074206.1	38500001	40500000	BgiBS90_006335	BgiBS90_034493	92	20	7	21.7%	7.6%	.	iBS90_Bu
2247	CM074206.1	39000001	41000000	BgiBS90_025497	BgiBS90_034493	84	17	6	20.2%	7.1%	.	iBS90_Bu
2248	CM074206.1	39500001	41500000	BgiBS90_025522	BgiBS90_034493	78	11	4	14.1%	5.1%	.	iBS90_Bu
2249	CM074206.1	40000001	42000000	BgiBS90_025540	BgiBS90_034493	80	11	5	13.8%	6.2%	.	iBS90_Bu
2250	CM074206.1	40500001	42500000	BgiBS90_025555	BgiBS90_025636	81	10	4	12.3%	4.9%	.	iBS90_Bu
2251	CM074206.1	41000001	43000000	BgiBS90_025579	BgiBS90_025653	71	13	6	18.3%	8.5%	.	iBS90_Bu
2252	CM074206.1	41500001	43500000	BgiBS90_025599	BgiBS90_025680	79	18	9	22.8%	11.4%	.	iBS90_Bu
2253	CM074206.1	42000001	44000000	BgiBS90_025618	BgiBS90_035367	81	17	9	21%	11.1%	.	iBS90_Bu
2254	CM074206.1	42500001	44500000	BgiBS90_025637	BgiBS90_035367	79	20	11	25.3%	13.9%	.	iBS90_Bu
2255	CM074206.1	43000001	45000000	BgiBS90_025654	BgiBS90_035367	78	21	13	26.9%	16.7%	.	iBS90_Bu
2256	CM074206.1	43500001	45500000	BgiBS90_025680	BgiBS90_035367	67	19	16	28.4%	23.9%	.	iBS90_Bu
2257	CM074206.1	44000001	46000000	BgiBS90_025700	BgiBS90_037046	64	24	21	37.5%	32.8%	.	iBS90_Bu
2258	CM074206.1	44500001	46500000	BgiBS90_012312	BgiBS90_037046	65	25	21	38.5%	32.3%	.	iBS90_Bu
2259	CM074206.1	45000001	47000000	BgiBS90_012312	BgiBS90_037046	78	25	19	32.1%	24.4%	.	iBS90_Bu
2260	CM074206.1	45500001	47500000	BgiBS90_012312	BgiBS90_037046	91	25	17	27.5%	18.7%	.	iBS90_Bu
2261	CM074206.1	46000001	48000000	BgiBS90_012312	BgiBS90_028255	93	19	9	20.4%	9.7%	.	iBS90_Bu
2262	CM074206.1	46500001	48500000	BgiBS90_015094	BgiBS90_034697	88	14	6	15.9%	6.8%	.	iBS90_Bu
2263	CM074206.1	47000001	49000000	BgiBS90_015094	BgiBS90_034697	76	16	7	21.1%	9.2%	.	iBS90_Bu
2264	CM074206.1	47500001	49500000	BgiBS90_015094	BgiBS90_034697	63	14	5	22.2%	7.9%	.	iBS90_Bu
2265	CM074206.1	48000001	50000000	BgiBS90_015094	BgiBS90_034697	46	12	6	26.1%	13%	.	iBS90_Bu
2266	CM074206.1	48500001	50500000	BgiBS90_022744	BgiBS90_025972	45	16	11	35.6%	24.4%	.	iBS90_Bu
2267	CM074206.1	49000001	51000000	BgiBS90_004949	BgiBS90_025997	44	10	8	22.7%	18.2%	.	iBS90_Bu
2268	CM074206.1	49500001	51500000	BgiBS90_004949	BgiBS90_034982	53	11	10	20.8%	18.9%	.	iBS90_Bu
2269	CM074206.1	50000001	52000000	BgiBS90_003665	BgiBS90_034982	69	16	14	23.2%	20.3%	.	iBS90_Bu
2270	CM074206.1	50500001	52500000	BgiBS90_003665	BgiBS90_034982	77	18	15	23.4%	19.5%	.	iBS90_Bu
2271	CM074206.1	51000001	53000000	BgiBS90_003574	BgiBS90_038398	79	23	17	29.1%	21.5%	.	iBS90_Bu
2272	CM074206.1	51500001	53500000	BgiBS90_003574	BgiBS90_038398	74	19	14	25.7%	18.9%	.	iBS90_Bu
2273	CM074206.1	52000001	54000000	BgiBS90_003574	BgiBS90_038398	58	13	8	22.4%	13.8%	X	iBS90_Bu
2274	CM074207.1	1	2000000	BgiBS90_001273	BgiBS90_038021	92	12	6	13%	6.5%	.	iBS90_Bu
2275	CM074207.1	500001	2500000	BgiBS90_002878	BgiBS90_037190	87	13	5	14.9%	5.7%	.	iBS90_Bu
2276	CM074207.1	1000001	3000000	BgiBS90_018369	BgiBS90_034116	75	7	3	9.3%	4%	.	iBS90_Bu
2277	CM074207.1	1500001	3500000	BgiBS90_018369	BgiBS90_036841	77	6	4	7.8%	5.2%	.	iBS90_Bu
2278	CM074207.1	2000001	4000000	BgiBS90_025949	BgiBS90_036841	76	11	5	14.5%	6.6%	.	iBS90_Bu
2279	CM074207.1	2500001	4500000	BgiBS90_015404	BgiBS90_036841	69	10	5	14.5%	7.2%	.	iBS90_Bu
2280	CM074207.1	3000001	5000000	BgiBS90_015404	BgiBS90_036841	74	11	4	14.9%	5.4%	.	iBS90_Bu
2281	CM074207.1	3500001	5500000	BgiBS90_015404	BgiBS90_035827	66	13	5	19.7%	7.6%	.	iBS90_Bu
2282	CM074207.1	4000001	6000000	BgiBS90_015404	BgiBS90_035827	73	14	8	19.2%	11%	.	iBS90_Bu
2283	CM074207.1	4500001	6500000	BgiBS90_027342	BgiBS90_035827	79	19	9	24.1%	11.4%	.	iBS90_Bu
2284	CM074207.1	5000001	7000000	BgiBS90_013062	BgiBS90_035827	77	20	10	26%	13%	.	iBS90_Bu
2285	CM074207.1	5500001	7500000	BgiBS90_013062	BgiBS90_031988	79	17	7	21.5%	8.9%	.	iBS90_Bu
2286	CM074207.1	6000001	8000000	BgiBS90_013062	BgiBS90_032008	79	17	3	21.5%	3.8%	.	iBS90_Bu
2287	CM074207.1	6500001	8500000	BgiBS90_013062	BgiBS90_032025	71	13	4	18.3%	5.6%	.	iBS90_Bu
2288	CM074207.1	7000001	9000000	BgiBS90_005024	BgiBS90_035515	61	13	5	21.3%	8.2%	.	iBS90_Bu
